Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Asset_Category
Kangale Bipin Babasaheb,BSP,0,Null,32,1465000,Wardha,430000,0,M,10L-1Cr
Narayanrao Ramji Chidam,GGP,0,Literate,68,4287000,Wardha,0,0,M,10L-1Cr
Pyare Sahab Sheikh Karim,DESEP,0,Literate,41,660000,Wardha,0,0,M,1L-10L
Sangita Sunil Alias Sonu Kamble,Ambedkarist Republican Party,0,10th Pass,33,27000,Wardha,0,0,F,<1L
Suresh Ganpatrao Waghmare,BJP,0,Graduate,48,9565000,Wardha,714549,0,M,10L-1Cr
Bhavana Gawali (Patil),SHS,1,Graduate,36,30399471,Yavatmal-Washim,2430911,0,M,>1Cr
Dhage Vitthal Mahadev,RSP,0,12th Pass,45,276800,Yavatmal-Washim,0,0,M,1L-10L
Gajanan Kashiram Patil (Hembade),KM,1,12th Pass,26,515000,Yavatmal-Washim,11000,0,M,1L-10L
Harising Rathod,INC,1,Graduate,54,11512482,Yavatmal-Washim,744157,0,M,>1Cr
Kureshi Sk. Mehbub Sk.Fattu,BBM,0,Literate,44,25000,Yavatmal-Washim,0,0,M,<1L
Kwaja Nasiroddine Khan,DESEP,0,Post Graduate,29,410000,Yavatmal-Washim,0,0,M,1L-10L
Maniyar Yunus Mahmood Zahmi,AUDF,0,10th Pass,50,21100000,Yavatmal-Washim,4200000,0,M,>1Cr
Mohmmad Khan Aziz Khan,SP,0,Graduate,43,90000,Yavatmal-Washim,0,0,M,<1L
Uttam Bhagaji Kamble,PRCP,0,Literate,41,0,Yavatmal-Washim,0,0,M,
Yedatkar Dilip Laxmanrao,BSP,3,Graduate Professional,50,11252000,Yavatmal-Washim,3189957,0,M,>1Cr
Dr. Thokchom Meinya,INC,0,Doctorate,58,1639200,Inner Manipur,0,1,M,10L-1Cr
L. Kshetrani Devi,RBCP,0,Post Graduate,50,416000,Inner Manipur,0,0,F,1L-10L
Moirangthem Nara,CPI,0,12th Pass,58,1793803,Inner Manipur,1403865,0,M,10L-1Cr
Wahengbam Nipamacha Singh,BJP,0,Post Graduate,78,2956619,Inner Manipur,2060,0,M,10L-1Cr
Thangso Baite,INC,0,Post Graduate,56,1778418,Outer Manipur,880000,1,M,10L-1Cr
D. Loli Adanee,BJP,0,12th Pass,56,5830000,Outer Manipur,0,0,M,10L-1Cr
L.B. Sona,NCP,0,Graduate,58,2456634,Outer Manipur,0,0,M,10L-1Cr
M. Jamkhongam @ M. Yamkhongam Haokip,RJD,0,Graduate,49,1190000,Outer Manipur,0,0,M,10L-1Cr
Mani Charenamei,PDA,0,Graduate,50,1550089,Outer Manipur,0,0,M,10L-1Cr
Thangkhangin,LJP,0,Post Graduate,53,0,Outer Manipur,0,0,M,
Vincent H Pala,INC,0,Graduate Professional,41,251618190,Shillong,0,1,M,>1Cr
Dalington Dympep,CPI,0,12th Pass,78,4055000,Shillong,0,0,M,10L-1Cr
John Filmore Kharshiing,UDP,0,Null,46,6484677,Shillong,0,0,M,10L-1Cr
Martle N.Mukhim,MDP,0,10th Pass,59,100471,Shillong,0,0,M,1L-10L
P. B. M. Basaiawmoit,HSPDP,1,Graduate,60,26244200,Shillong,0,0,M,>1Cr
Agatha K. Sangma,NCP,0,Post Graduate,28,6644295,Tura,0,1,F,10L-1Cr
Boston Marak,A-Chik National Congress(Democratic),0,Post Graduate,28,100000,Tura,0,0,M,<1L
Debora C. Marak,INC,0,Graduate,43,18012498,Tura,373154,0,F,>1Cr
C.L.Ruala,INC,0,Graduate Professional,72,5354186,Mizoram,0,1,M,10L-1Cr
Lalawmpuia Chhangte,NCP,0,12th Pass,42,400000,Mizoram,0,0,M,1L-10L
Dr. Rilanthung Odyuo,AITC,0,Graduate,39,1700000,Nagaland,0,0,M,10L-1Cr
K. Asungba Sangtam,INC,0,Graduate,62,15355547,Nagaland,0,0,M,>1Cr
Kapil Sibal,INC,0,Post Graduate,60,319722459,Chandni Chowk,0,1,M,>1Cr
Abdul Samad,RPIE,1,10th Pass,37,2990000,Chandni Chowk,400000,0,M,10L-1Cr
Ajay Mittal,AIFB,2,12th Pass,43,326200,Chandni Chowk,0,0,M,1L-10L
Anil Gupta,BPC,0,10th Pass,41,175000,Chandni Chowk,0,0,M,1L-10L
Bhim Singh Puri,RSP,0,8th Pass,63,301500,Chandni Chowk,0,0,M,1L-10L
Dr. P L Premi,BVVP,0,Null,65,11550000,Chandni Chowk,47000,0,M,>1Cr
Dr. Sita Ram Sharma,RWS,0,Doctorate,77,7300000,Chandni Chowk,0,0,M,10L-1Cr
Ghanshyam Morwal,DBP,0,10th Pass,50,167000,Chandni Chowk,0,0,M,1L-10L
Javed Ahmed,MBP,0,8th Pass,36,1119800,Chandni Chowk,0,0,M,10L-1Cr
Kiran,Samajwadi Janata Party (Rashtriya),0,10th Pass,36,3000000,Chandni Chowk,45900,0,F,10L-1Cr
Lila Devi,RVNP,0,8th Pass,47,247000,Chandni Chowk,0,0,F,1L-10L
Mohd. Mustaqeem,BSP,0,5th Pass,47,194949995,Chandni Chowk,1553986,0,M,>1Cr
Narender Singh,BSKRP,0,Post Graduate,36,105722,Chandni Chowk,0,0,M,1L-10L
Raj Paul Chauhan,BPD,0,Graduate Professional,46,15221828,Chandni Chowk,0,0,M,>1Cr
Rajesh Nagar,RDMP,0,12th Pass,36,9630000,Chandni Chowk,0,0,M,10L-1Cr
Ran Pal Singh,BGTD,0,Others,33,0,Chandni Chowk,0,0,M,
Shahida Parveen,UWF,0,Null,70,10931000,Chandni Chowk,0,0,F,>1Cr
Suhail Ahmed Khan,SP,0,Null,42,2224000,Chandni Chowk,0,0,M,10L-1Cr
Vinod Dukhiya,ABHM,0,Graduate,54,17043200,Chandni Chowk,0,0,M,>1Cr
Sandeep Dikshit,INC,0,Post Graduate,44,18146428,East Delhi,1980887,1,M,>1Cr
Abdul Gaffar,Lok Dal,0,8th Pass,41,240000,East Delhi,0,0,M,1L-10L
Amit Kumar,SP,0,10th Pass,33,321500,East Delhi,0,0,M,1L-10L
Baij Nath Prasad Pathak,ABHM,0,Null,60,5345000,East Delhi,0,0,M,10L-1Cr
Chetan Chauhan,BJP,0,Graduate,61,24345217,East Delhi,2528796,0,M,>1Cr
Mohammad Yunus,BSP,3,5th Pass,31,9682157,East Delhi,380151,0,M,10L-1Cr
Pawan Kumar,RPI(A),0,10th Pass,43,1350000,East Delhi,0,0,M,10L-1Cr
Sutapa Chakraborty,SHS,0,Post Graduate,49,370000,East Delhi,0,0,F,1L-10L
Vijay Kumar Sharma,BPD,2,Graduate Professional,42,1851000,East Delhi,0,0,M,10L-1Cr
Ajay Makan,INC,1,Post Graduate,45,40148040,New Delhi,97120,0,M,>1Cr
Aamer Ahmed Madni,SP,0,Graduate Professional,38,270000,New Delhi,0,0,M,1L-10L
Harender,RKJP,0,Graduate,28,460630,New Delhi,0,0,M,1L-10L
Harsh Malhotra,JKNPP,0,Graduate,39,587390,New Delhi,0,0,M,1L-10L
Jitendar Kumar Gupta,BPC,0,Graduate Professional,58,92055000,New Delhi,0,0,M,>1Cr
Maharaj Kumar,DBP,0,Post Graduate,59,2125900,New Delhi,0,0,M,10L-1Cr
Major Sangeeta Tomar,YFE,0,Post Graduate,40,7239743,New Delhi,2928091,0,F,10L-1Cr
Murtaza Phool,JD(S),0,12th Pass,40,1641200,New Delhi,0,0,M,10L-1Cr
Naresh Chander Pal,BSKRP,0,12th Pass,38,3281000,New Delhi,29000,0,M,10L-1Cr
Nisha Bano,ANC,0,Null,33,1040000,New Delhi,0,0,F,10L-1Cr
Raj Kumar Nayyar,PPOI,0,Graduate Professional,62,20642800,New Delhi,0,0,M,>1Cr
Rajesh Kumar Sabharwal,JMM,0,Post Graduate,41,14442841,New Delhi,18432,0,M,>1Cr
Sanjeev Kumar Mishra,RVNP,0,Null,27,0,New Delhi,0,0,M,
Sudhir Gandotra,THPI,0,12th Pass,49,4577798,New Delhi,654651,0,M,10L-1Cr
Sudhir Kumar,BPD,0,Graduate Professional,38,2550000,New Delhi,0,0,M,10L-1Cr
Sunita Chaudhary,UWF,0,10th Pass,30,11000,New Delhi,500000,0,F,<1L
Trilok Chand Sharma,BSP,0,Graduate,46,58903384,New Delhi,1133278,0,M,>1Cr
Vijay Goel,BJP,0,Post Graduate,54,37006912,New Delhi,160,0,M,>1Cr
Jai Prakash Agarwal,INC,0,Graduate,64,24928873,North East Delhi,0,1,M,>1Cr
Anis Ahmad Ansari,SP,0,Null,36,5968000,North East Delhi,3100,0,M,10L-1Cr
B.L.Sharma Prem,BJP,1,Graduate,79,2077607,North East Delhi,0,0,M,10L-1Cr
Ganesh Pal,BSKP,0,12th Pass,52,1517000,North East Delhi,0,0,M,10L-1Cr
Haji Dilshad Ali,BSP,2,12th Pass,36,74747480,North East Delhi,78762,0,M,>1Cr
Israr Khan,RPIE,0,Null,32,186000,North East Delhi,0,0,M,1L-10L
Kaliram Tomar,IJP,0,Graduate,48,28974297,North East Delhi,0,0,M,>1Cr
Manohar Lal,Adarshwadi Dal,0,5th Pass,50,10000,North East Delhi,0,0,M,<1L
Pramod Tiwari,MBP,0,8th Pass,45,1000300,North East Delhi,2500,0,M,10L-1Cr
Sushil Kumar Mishra,ABHM,0,Graduate Professional,35,0,North East Delhi,0,0,M,
Kirshna Tirath,INC,0,Graduate Professional,54,21146350,North West Delhi,0,1,F,>1Cr
Arvind Kataria,All India Bahujan Samman Party,0,Graduate,38,3205780,North West Delhi,0,0,M,10L-1Cr
Babu Lal,Ambedkar Samaj Party,0,8th Pass,46,6467000,North West Delhi,0,0,M,10L-1Cr
Dr. Milind Bharti,NELU,0,Graduate Professional,39,742653,North West Delhi,2012,0,M,1L-10L
Geeta,RPI(A),0,Null,34,1838500,North West Delhi,0,0,F,10L-1Cr
Hoti Lal Gandhi,BSKRP,0,5th Pass,38,37000,North West Delhi,0,0,M,<1L
Mathura Paswan,CPI(ML)(L),0,10th Pass,55,131500,North West Delhi,0,0,M,1L-10L
Meera Kanwariya,BJP,3,Post Graduate,59,7304016,North West Delhi,0,0,M,10L-1Cr
Pappu Sagar,IJP,0,8th Pass,37,1139600,North West Delhi,0,0,M,10L-1Cr
Rakesh Hans,BSP,0,10th Pass,49,3521303,North West Delhi,70000,0,M,10L-1Cr
Ram Kumar,BPC,0,Graduate,52,2618000,North West Delhi,0,0,M,10L-1Cr
Sunil,SP,0,10th Pass,33,110000,North West Delhi,0,0,M,1L-10L
Ramesh Kumar,INC,0,10th Pass,53,25845997,South Delhi,329812,1,M,>1Cr
A.K. Gupta,SP,0,12th Pass,48,7140000,South Delhi,0,0,M,10L-1Cr
Balmukund Pandey,RJAP,0,8th Pass,46,328000,South Delhi,0,0,M,1L-10L
Hema Mohan,RKJP,0,12th Pass,33,118500,South Delhi,0,0,F,1L-10L
Kanwar Singh Tanwar,BSP,0,5th Pass,47,1549977275,South Delhi,1609123,0,M,>1Cr
Ram Sirjan Bhagat,LPSP,0,12th Pass,45,34908,South Delhi,0,0,M,<1L
Ramesh Bidhuri,BJP,1,Graduate,47,30341155,South Delhi,0,0,M,>1Cr
S.F. Purushottam,LKJP,0,Null,58,0,South Delhi,0,0,M,
Santosh Tripathi,Yuva Vikas Party,0,Graduate Professional,34,12843400,South Delhi,0,0,M,>1Cr
Shrichand Tanwar,CPI,0,10th Pass,63,6906461,South Delhi,248680,0,M,10L-1Cr
Mahabal Mishra,INC,0,12th Pass,54,61994338,West Delhi,989118,1,M,>1Cr
Bal Kishan Pal,RLP,0,Others,45,274000,West Delhi,0,0,M,1L-10L
Deepak Bhardwaj,BSP,1,Graduate,58,6038347375,West Delhi,14819192,0,M,>1Cr
Krishan Kumar Sharma,BSKRP,0,8th Pass,65,2135000,West Delhi,0,0,M,10L-1Cr
Poonam Kumari Srivastava,JBP,0,Graduate Professional,51,2565025,West Delhi,0,0,F,10L-1Cr
Prof Jagdish Mukhi,BJP,1,Doctorate,66,18847280,West Delhi,17665085,0,M,>1Cr
Shyam Sunder Jain,SP,0,Null,39,13263000,West Delhi,0,0,M,>1Cr
Sukhmender Singh,RPI(A),0,Null,54,20000,West Delhi,0,0,M,<1L
Nityananda Pradhan,BJD,1,Post Graduate,65,26616692,Aska,1525000,0,M,>1Cr
Bijoy Kumar Mohapatra,RSP,0,10th Pass,56,7930000,Aska,0,0,M,10L-1Cr
Krishna Dalabehera,Kalinga Sena,0,Post Graduate,43,84631,Aska,0,0,M,<1L
Shanti Devi,BJP,0,10th Pass,71,3176748,Aska,0,0,F,10L-1Cr
Surya Narayan Sahu,Samruddha Odisha,0,Graduate,37,211022,Aska,0,0,M,1L-10L
Srikanta Kumar Jena,INC,0,Graduate,58,5979551,Balasore,862820,1,M,10L-1Cr
Arun Dey,NCP,2,Graduate Professional,63,2891546,Balasore,0,0,M,10L-1Cr
Arun Jena,JMM,0,Post Graduate,47,3000,Balasore,0,0,M,<1L
Debasish Ranjan Dash,Samruddha Odisha,0,12th Pass,37,0,Balasore,0,0,M,
Mahamegha Bahan  Aira Kharabela Swain,BJP,1,Post Graduate,55,2741000,Balasore,0,0,M,10L-1Cr
Rakesh Ranjan Patra,JHKP,0,Graduate,27,100000,Balasore,0,0,M,<1L
Sradhanjali Pradhan,BSP,2,Graduate,40,1041723,Balasore,0,0,M,10L-1Cr
Sanjay Bhoi,INC,0,Graduate,35,1700000,Bargarh,0,1,M,10L-1Cr
Dr Hamid Hussain,BJD,0,Doctorate,54,553475,Bargarh,672260,0,M,1L-10L
Niladri Behari Panda,KOKD,1,Graduate Professional,29,743000,Bargarh,533200,0,M,1L-10L
Radharani Panda,BJP,1,Graduate,48,3586540,Bargarh,7500,0,M,10L-1Cr
Sunil Kumar Agrawal,BSP,1,12th Pass,37,11884000,Bargarh,2270000,0,M,>1Cr
Sidhant Mohapatra,BJD,0,Post Graduate,42,4828474,Berhampur,118884,1,M,10L-1Cr
Nirakar Behera,Kalinga Sena,0,10th Pass,35,850000,Berhampur,750000,0,M,1L-10L
Pabitra Gamango,BSP,0,Graduate,35,4500,Berhampur,0,0,M,<1L
Sri Bharat Paik,BJP,0,Graduate Professional,50,447723,Berhampur,0,0,M,1L-10L
Sri Chandra Sekhar Sahu,INC,0,Graduate Professional,58,8216047,Berhampur,274913,0,M,10L-1Cr
Arjun Charan Sethi,BJD,0,Post Graduate,68,11061000,Bhadrak,2500000,1,M,>1Cr
Ananta Prasad Sethi,INC,0,Graduate,58,5813911,Bhadrak,443285,0,M,10L-1Cr
Nityananda Jena,BSP,0,12th Pass,29,750000,Bhadrak,0,0,M,1L-10L
Rath Das,BJP,1,Post Graduate,54,103000,Bhadrak,100000,0,M,1L-10L
Prasanna Kumar Patasani,BJD,0,Post Graduate,66,1477178,Bhubaneswar,0,1,M,10L-1Cr
Akshaya Kumar Mohanty,BSP,0,Null,45,0,Bhubaneswar,0,0,M,
Archana Nayak,BJP,0,Post Graduate,43,545000,Bhubaneswar,325000,0,F,1L-10L
Basanta Kumar Behera,Kalinga Sena,0,12th Pass,47,14600,Bhubaneswar,0,0,M,<1L
Bijayananda Mishra,LJP,0,Graduate Professional,51,26800,Bhubaneswar,0,0,M,<1L
Nabaghan Parida,BOP,0,Graduate Professional,66,11237000,Bhubaneswar,0,0,M,>1Cr
Praful Kumar Sahoo,RPI(A),4,10th Pass,38,15000,Bhubaneswar,0,0,M,<1L
Santosh Mohanty,INC,0,12th Pass,58,17406799,Bhubaneswar,216000,0,M,>1Cr
Uma Charana Mishra,JHKP,0,Post Graduate,60,10009450,Bhubaneswar,3500,0,M,>1Cr
Kalikesh Narayan Singh Deo,BJD,2,Graduate,34,36148185,Bolangir,1431104,0,M,>1Cr
Balhansagar,BSP,0,Post Graduate,51,16935000,Bolangir,500000,0,M,>1Cr
Dingarkumbhar,Samruddha Odisha,0,Post Graduate,41,125000,Bolangir,0,0,M,1L-10L
Narasingha Mishra,INC,0,Graduate Professional,68,12430984,Bolangir,290933,0,M,>1Cr
Sangeeta Kumari Singdeo,BJP,3,Graduate,47,45688804,Bolangir,4925000,0,M,>1Cr
Bhartruhari Mahtab,BJD,0,Post Graduate,51,50793831,Cuttack,0,1,M,>1Cr
Anadi Sahu,BJP,0,Graduate,68,4343000,Cuttack,300000,0,M,10L-1Cr
Gopal Chandra Kar,BSP,1,Graduate Professional,63,17371963,Cuttack,0,0,M,>1Cr
Kapila Charan Mall,BOP,0,Graduate,72,5276200,Cuttack,150000,0,M,10L-1Cr
Pradip Routray,Kalinga Sena,0,10th Pass,40,67300,Cuttack,0,0,M,<1L
Tathagata Satpathy,BJD,13,12th Pass,53,5515930,Dhenkanal,0,0,M,10L-1Cr
Chandra Sekhar Tripathy,INC,1,Graduate Professional,60,3166234,Dhenkanal,0,0,M,10L-1Cr
Krishna Chandra Sahoo,BSP,0,Graduate,48,1247981,Dhenkanal,0,0,M,10L-1Cr
Priyabrata Garnaik,Kalinga Sena,0,Graduate,28,55000,Dhenkanal,152500,0,M,<1L
Rudranarayan Pany,BJP,1,Graduate,50,751003,Dhenkanal,0,0,M,1L-10L
Bibhu Prasad Tarai,CPI,0,Post Graduate,42,4460251,Jagatsinghpur,43000,1,M,10L-1Cr
Akshaya Kumar Sethi,Samruddha Odisha,0,10th Pass,25,190000,Jagatsinghpur,0,0,M,1L-10L
Bibhuti Bhusan Majhi,BSP,0,Post Graduate,37,0,Jagatsinghpur,0,0,M,
Rabindra Kumar Sethy,INC,3,Doctorate,54,14810000,Jagatsinghpur,694000,0,M,>1Cr
Mohan Jena,BJD,0,Post Graduate,52,3046404,Jajpur,0,1,M,10L-1Cr
Ajit Kumar Jena,Samruddha Odisha,0,Post Graduate,42,751091,Jajpur,0,0,M,1L-10L
Amiya Kanta Mallik,INC,0,5th Pass,50,11740000,Jajpur,1980000,0,M,>1Cr
Babuli Mallik,OMM,0,10th Pass,36,50000,Jajpur,0,0,M,<1L
Bhimsen Behera,JHKP,0,Graduate Professional,44,441000,Jajpur,0,0,M,1L-10L
Parameswar Sethi,BJP,1,Graduate Professional,40,3791372,Jajpur,1300000,0,M,10L-1Cr
Bhakta Charan Das,INC,4,Graduate Professional,52,5582100,Kalahandi,2061217,0,M,10L-1Cr
Balaram Hota,CPI(ML)(L),0,12th Pass,33,327000,Kalahandi,0,0,M,1L-10L
Bikram Keshari Deo,BJP,1,Graduate,57,52792000,Kalahandi,0,0,M,>1Cr
Nakula Majhi,BSP,1,10th Pass,66,100000,Kalahandi,7963,0,M,<1L
Parameswar Kand,SP,0,Literate,47,105000,Kalahandi,0,0,M,1L-10L
Rudra Madhab Ray,BJD,0,Graduate,71,4387647,Kandhamal,566588,1,M,10L-1Cr
Ashok Sahu,BJP,0,Post Graduate,57,5526058,Kandhamal,0,0,M,10L-1Cr
Nakul Nayak,SP,3,Graduate,46,13484076,Kandhamal,2500000,0,M,>1Cr
Paula Baliarsing,BSP,0,5th Pass,52,2275000,Kandhamal,0,0,M,10L-1Cr
Baijayant Panda,BJD,0,Graduate Professional,45,161100792,Kendrapara,451767,1,M,>1Cr
Jnandev Beura,BJP,2,Graduate Professional,44,2392502,Kendrapara,0,0,M,10L-1Cr
Lenin Lenka,BSP,0,Graduate,46,928000,Kendrapara,0,0,M,1L-10L
Pratap Chandra Gena,Samruddha Odisha,0,Post Graduate,60,2151235,Kendrapara,0,0,M,10L-1Cr
Pravakar Nayak,Kalinga Sena,0,Post Graduate,48,0,Kendrapara,0,0,M,
Rama Krushna Dash,CPI(ML)(L),0,Null,44,1970632,Kendrapara,0,0,M,10L-1Cr
Ranjib Biswal,INC,2,Graduate,38,14071011,Kendrapara,700000,0,M,>1Cr
Yashbanta Narayan Singh Laguri,BJD,6,Graduate,38,575000,Keonjhar,15000000,0,M,1L-10L
Ananta Nayak,BJP,0,12th Pass,39,1536306,Keonjhar,628045,0,M,10L-1Cr
Dhanurjaya Sidu,INC,1,12th Pass,43,59879250,Keonjhar,0,0,M,>1Cr
Dr. Sudarshan Lohar,BSP,0,10th Pass,59,3077116,Keonjhar,0,0,M,10L-1Cr
Lachhaman Majhi,JMM,0,Graduate,42,10000,Keonjhar,0,0,M,<1L
Jayaram Pangi,BJD,0,10th Pass,53,6182372,Koraput,0,1,M,10L-1Cr
Kumudini Disari,Samruddha Odisha,0,10th Pass,34,310000,Koraput,0,0,F,1L-10L
Meghanada Sabar,CPI(ML)(L),0,12th Pass,40,60000,Koraput,0,0,M,<1L
Papanna Mutika,BSP,0,Graduate Professional,65,12270000,Koraput,800000,0,M,>1Cr
Laxman Tudu,BJD,0,Graduate,47,173000,Mayurbhanj,38986,1,M,1L-10L
Droupadi Murmu,BJP,0,Graduate,51,945000,Mayurbhanj,465000,0,F,1L-10L
Gamha Singh,BSP,0,Graduate,57,6246814,Mayurbhanj,1000000,0,M,10L-1Cr
Laxman Majhi,INC,0,Graduate Professional,62,1873000,Mayurbhanj,70000,0,M,10L-1Cr
Laxmiswar Tamudia,SP,0,Post Graduate,68,2570000,Mayurbhanj,0,0,M,10L-1Cr
Sudam Marndi,JMM,5,12th Pass,43,5856359,Mayurbhanj,1439091,0,M,10L-1Cr
Sundar Mohan Majhi,JDP,0,10th Pass,65,292800,Mayurbhanj,0,0,M,1L-10L
Pradeep Kumar Majhi,INC,0,Graduate,33,850000,Nabarangpur,345830,1,M,1L-10L
Chandradhwaja Majhi,BSP,0,Graduate,49,384000,Nabarangpur,0,0,M,1L-10L
Domburu Majhi,BJD,0,Graduate Professional,68,16455000,Nabarangpur,54575,0,M,>1Cr
Parsuram Majhi,BJP,0,Graduate,49,2506600,Nabarangpur,25000,0,M,10L-1Cr
Pinaki Misra,BJD,0,Graduate,49,296900000,Puri,0,1,M,>1Cr
Braja Kishore Tripathy,BJP,0,Post Graduate,62,7475864,Puri,0,0,M,10L-1Cr
Debendra Nath Mansingh,INC,1,Graduate Professional,59,5607014,Puri,341000,0,M,10L-1Cr
Jitendra Kumar Sahoo,BSP,0,Graduate,35,156000,Puri,0,0,M,1L-10L
Kshitish Biswal,CPI(ML)(L),0,12th Pass,80,962100,Puri,0,0,M,1L-10L
Sabyasachi Mohapatra,Kalinga Sena,0,Graduate Professional,35,527000,Puri,0,0,M,1L-10L
Amarnath Pradhan,INC,0,Graduate,51,4325000,Sambalpur,466494,1,M,10L-1Cr
Ashok Kumar Naik,KOKD,0,Graduate,53,2478000,Sambalpur,220000,0,M,10L-1Cr
Bijaya Kumar Mahananda,RPI,0,12th Pass,35,293500,Sambalpur,0,0,M,1L-10L
Gobind Ram Agrawal,BSP,0,Graduate Professional,59,700000,Sambalpur,301500,0,M,1L-10L
Rohit Pujari,BJD,0,Graduate Professional,35,6860486,Sambalpur,0,0,M,10L-1Cr
Surendra Lath,BJP,0,Graduate,59,6666413,Sambalpur,0,0,M,10L-1Cr
Hemanand Biswal,INC,0,12th Pass,67,3965226,Sundargarh,0,1,M,10L-1Cr
Jerum Dungdung,BSP,0,Graduate,39,0,Sundargarh,0,0,M,
Jual Oram,BJP,1,12th Pass,48,17011470,Sundargarh,0,0,M,>1Cr
Livnus Kindo,JMM,0,Post Graduate,64,2795000,Sundargarh,480000,0,M,10L-1Cr
Rama Chandra Ekka,JDP,0,Others,61,576500,Sundargarh,0,0,M,1L-10L
Sagar Singh Mankee,KOKD,0,Graduate,60,2031000,Sundargarh,0,0,M,10L-1Cr
Salomi Minz,CPM,0,Graduate,48,6054532,Sundargarh,0,0,F,10L-1Cr
Narayanasamy,INC,0,Post Graduate,61,35979157,Pondicherry,2171758,1,M,>1Cr
K.A.U. Asanaa,DMDK,1,Graduate,54,3610000,Pondicherry,0,0,M,10L-1Cr
Pradeep Aniruddh,PPOI,0,Post Graduate,29,788000,Pondicherry,140000,0,M,1L-10L
Ramadass. M,PMK,0,Doctorate,54,3217000,Pondicherry,246552,0,M,10L-1Cr
S. Balasubramanian,CPI(ML)(L),0,Graduate,50,322591,Pondicherry,94922,0,M,1L-10L
Navjot Singh Sidhu,BJP,1,Graduate,45,145037236,Amritsar,0,0,M,>1Cr
Anil Singh,RSP,0,12th Pass,44,50000,Amritsar,0,0,M,<1L
B.K.N. Chhiber,BSP,0,Post Graduate,72,40623246,Amritsar,0,0,M,>1Cr
Dr.Surinder Singh,DCP,1,Null,54,20000,Amritsar,0,0,M,<1L
Harmeet Singh,LJP,0,10th Pass,31,22000,Amritsar,0,0,M,<1L
Jaswant Singh Randhawa,BGTD,0,Post Graduate,62,437206,Amritsar,389816,0,M,1L-10L
Major G.S. Gill,RRD,0,Graduate,61,3540000,Amritsar,50000,0,M,10L-1Cr
Om Prakash Soni,INC,0,12th Pass,52,38078662,Amritsar,633727,0,M,>1Cr
Ravneet Singh,INC,0,12th Pass,33,21821443,Anandpur Sahib,300000,1,M,>1Cr
Bachan Lal,LJP,0,12th Pass,49,8019000,Anandpur Sahib,700000,0,M,10L-1Cr
Balwinder Singh,SP,0,10th Pass,42,71000,Anandpur Sahib,0,0,M,<1L
Dr. Daljit Singh Cheema,SAD,0,Doctorate,47,10069147,Anandpur Sahib,1251698,0,M,>1Cr
Kewal Krishan,BSP,0,Graduate,49,16982633,Anandpur Sahib,1784000,0,M,>1Cr
Mahan Singh,CPM,0,10th Pass,61,5373955,Anandpur Sahib,0,0,M,10L-1Cr
Manjit Kaur,DBSP,0,Illiterate,37,11000,Anandpur Sahib,0,0,F,<1L
Mohan Singh,Akhil Rashtrawadi Party,0,10th Pass,43,808000,Anandpur Sahib,0,0,M,1L-10L
Vishwanath,SHS,0,8th Pass,48,1938000,Anandpur Sahib,0,0,M,10L-1Cr
Harsimrat Kaur,SAD,0,10th Pass,42,603100135,Bathinda,13800,1,F,>1Cr
Bhagwant Singh,CPI(ML)(L),0,Null,28,0,Bathinda,15000,0,M,
Chodhari Ram Chand,All India Bharti Jug Party,0,8th Pass,56,212000,Bathinda,0,0,M,1L-10L
Geeta Rani,Akhil Bharatiya Shivsena Rashtrawadi,0,10th Pass,45,110000,Bathinda,0,0,F,1L-10L
Hardev Singh Arshi,CPI,0,Graduate,59,4520665,Bathinda,0,0,M,10L-1Cr
Kiranjit Singh,LJP,1,10th Pass,40,74900,Bathinda,26500,0,M,<1L
Lakhwinder Singh,All India Dalit Welfare Congress,0,8th Pass,27,10000,Bathinda,0,0,M,<1L
Navneet,SHS,0,12th Pass,38,611000,Bathinda,225000,0,M,1L-10L
Raj Kamal,RVNP,0,Graduate,35,643000,Bathinda,0,0,M,1L-10L
Raninder Singh,INC,3,Graduate,41,144050907,Bathinda,5451222,0,M,>1Cr
Paramjit Kaur Gulshan,SAD,0,Post Graduate,60,14208609,Faridkot,2185837,1,F,>1Cr
Gurmeet Singh Ranghreta,PLP,1,12th Pass,39,2000000,Faridkot,100000,0,M,10L-1Cr
Jasvir Singh,MB(S)P,0,8th Pass,35,199000,Faridkot,220000,0,M,1L-10L
Kaushalya Chaman Bhaura,CPI,0,Graduate,60,220000,Faridkot,152289,0,F,1L-10L
Prem Singh,SP,0,8th Pass,63,300530,Faridkot,0,0,M,1L-10L
Pritam Singh,RPI,0,5th Pass,70,245000,Faridkot,0,0,M,1L-10L
Raj Kaur,All India Dalit Welfare Congress,0,Illiterate,60,10000,Faridkot,0,0,F,<1L
Resham Singh,BSP,0,Doctorate,56,6462734,Faridkot,1616596,0,M,10L-1Cr
Sukhwinder Singh Danny,INC,0,Post Graduate,32,25502656,Faridkot,3519849,0,M,>1Cr
Sukhdev Singh,INC,0,10th Pass,76,17083247,Fatehgarh Sahib,0,1,M,>1Cr
B.P. Singh Gill,LBP,0,Graduate Professional,49,1750000,Fatehgarh Sahib,1514470,0,M,10L-1Cr
Bhupinder Singh,RSP,0,10th Pass,39,499500,Fatehgarh Sahib,0,0,M,1L-10L
